# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-O" "-M" "-T" "12" "-a" "Papla_JGI.gtf" "-o" "Counts_ATS_wo.txt" "ATS_wo_1_alg.bam" "ATS_wo_2_alg.bam" "ATS_wo_3_alg.bam" 
Geneid	Chr	Start	End	Strand	Length	ATS_wo_1_alg.bam	ATS_wo_2_alg.bam	ATS_wo_3_alg.bam
gene_3490	scaffold_4;scaffold_4;scaffold_4;scaffold_4	1223684;1223768;1224142;1224289	1223688;1223981;1224238;1224308	+;+;+;+	336	1108	1357	1368
gene_3491	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1224902;1225200;1225349;1225529;1225679	1225132;1225299;1225369;1225644;1225779	-;-;-;-;-	569	162	203	140
gene_3492	scaffold_4;scaffold_4;scaffold_4;scaffold_4	1225966;1226116;1226279;1226424	1226061;1226232;1226345;1227328	+;+;+;+	1185	399	423	483
gene_3493	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1227245;1227936;1228295;1228462;1230469;1231564	1227887;1228250;1228419;1230427;1231512;1232027	-;-;-;-;-;-	4557	3606	3651	3795
gene_3494	scaffold_4;scaffold_4;scaffold_4;scaffold_4	1232141;1232605;1232746;1233094	1232543;1232694;1233049;1233656	-;-;-;-	1360	5220	6525	5571
gene_3495	scaffold_4;scaffold_4;scaffold_4	1233739;1234610;1234917	1234558;1234843;1235363	+;+;+	1501	910	1017	1048
gene_3496	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1235563;1236012;1236165;1236263;1236837;1236988;1237439;1237693;1237860;1238405;1238594;1238988;1239409	1235959;1236129;1236222;1236793;1236944;1237392;1237646;1237817;1238354;1238522;1238933;1239360;1239807	-;-;-;-;-;-;-;-;-;-;-;-;-	3675	1868	2006	2071
gene_3497	scaffold_4;scaffold_4	1240148;1240422	1240335;1240872	+;+	639	1599	1751	1712
gene_3498	scaffold_4;scaffold_4;scaffold_4;scaffold_4	1240936;1241372;1242128;1243364	1241322;1242082;1243318;1244839	-;-;-;-	3765	12022	11083	11878
gene_3499	scaffold_4	1244840	1245643	+	804	601	538	687
gene_3501	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1246905;1247095;1247200;1247468;1247567;1247748	1247052;1247132;1247420;1247523;1247704;1247836	-;-;-;-;-;-	690	361	394	465
gene_3502	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1248040;1248325;1248481;1248769;1248901;1249899;1250229;1250521;1250649;1250770;1250935;1251125;1251271;1251401	1248277;1248437;1248725;1248858;1249849;1250183;1250471;1250601;1250735;1250899;1251078;1251226;1251357;1251627	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3021	2991	3617	3165
gene_3503	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1251723;1252769;1252931;1253110;1253329;1253522;1253846;1253985;1254383;1254647;1254845;1255523;1255724	1252723;1252881;1253063;1253279;1253469;1253799;1253935;1254333;1254599;1254799;1255474;1255678;1255891	+;+;+;+;+;+;+;+;+;+;+;+;+	3599	2074	2325	2178
gene_3504	scaffold_4;scaffold_4;scaffold_4;scaffold_4	1255892;1256254;1257142;1257626	1256171;1257019;1257575;1258147	-;-;-;-	2002	98	151	155
gene_3505	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1258201;1258688;1259050;1260037;1260471	1258637;1259000;1259983;1260411;1261273	-;-;-;-;-	2862	1006	1073	1106
gene_3506	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1261555;1261812;1262039;1262259;1262658	1261768;1261943;1262191;1262611;1262770	+;+;+;+;+	965	2343	2764	2324
gene_3507	scaffold_4;scaffold_4;scaffold_4;scaffold_4	1262780;1264166;1264368;1264661	1264117;1264312;1264543;1265004	-;-;-;-	2005	7310	8109	8169
gene_3508	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1265012;1265620;1265819;1266087;1266195;1266538;1266968;1267264;1267376;1267571;1267960	1265571;1265775;1266044;1266151;1266499;1266924;1267217;1267327;1267527;1267912;1268383	+;+;+;+;+;+;+;+;+;+;+	2931	504	695	514
gene_3509	scaffold_4;scaffold_4;scaffold_4	1268650;1269428;1269527	1269320;1269453;1270083	+;+;+	1254	860	907	907
gene_3510	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1270809;1270905;1271201;1271300;1271789	1270853;1271041;1271252;1271558;1271892	-;-;-;-;-	597	16282	19522	17567
gene_3511	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1272625;1272837;1273079;1273595;1274174;1274359;1274571;1274882;1275069;1275484;1275743	1272789;1273030;1273547;1274129;1274315;1274521;1274838;1275021;1275402;1275684;1276056	-;-;-;-;-;-;-;-;-;-;-	2925	1394	1509	1378
gene_3512	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1276227;1276586;1277532;1277738;1277844;1277952;1278175	1276540;1277482;1277692;1277800;1277906;1278089;1278188	-;-;-;-;-;-;-	1650	3779	4471	4455
gene_3513	scaffold_4;scaffold_4;scaffold_4;scaffold_4	1278763;1278911;1279015;1279602	1278864;1278968;1279548;1280513	+;+;+;+	1606	1825	2126	2314
gene_3514	scaffold_4	1280276	1281528	-	1253	1305	1366	1519
gene_3515	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1281674;1281999;1282131;1282258;1282764;1282935;1283157	1281950;1282082;1282210;1282703;1282889;1283113;1283438	+;+;+;+;+;+;+	1474	2693	2815	3080
gene_3516	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1283439;1283646;1283792;1283937;1284155;1284325;1284423	1283601;1283749;1283879;1284043;1284274;1284378;1284525	-;-;-;-;-;-;-	739	563	670	618
gene_3517	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1284627;1284943;1285355;1285582;1285722	1284838;1285209;1285459;1285671;1285808	+;+;+;+;+	761	6108	7192	7028
gene_3518	scaffold_4;scaffold_4	1286002;1287496	1287385;1287598	+;+	1487	2	5	3
gene_3519	scaffold_4;scaffold_4;scaffold_4;scaffold_4	1288480;1288597;1289014;1289153	1288549;1288959;1289103;1289307	-;-;-;-	678	2875	3171	3185
gene_3520	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1289654;1289937;1290076;1290514;1290625;1291551;1291997;1292410;1292831	1289892;1290017;1290468;1290579;1291497;1291949;1292359;1292777;1292927	+;+;+;+;+;+;+;+;+	2879	892	971	958
gene_3521	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1293176;1293414;1293626;1293742;1293888;1294014;1294165;1294516;1294615;1294740;1294914	1293363;1293579;1293697;1293841;1293968;1294099;1294432;1294568;1294656;1294866;1295135	-;-;-;-;-;-;-;-;-;-;-	1405	2546	2937	2756
gene_3522	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1295218;1295476;1295681;1295904;1296504;1296647;1296992;1297255;1297654;1297821	1295430;1295604;1295835;1296447;1296579;1296867;1297201;1297596;1297777;1297971	-;-;-;-;-;-;-;-;-;-	2165	309	479	280
gene_3523	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1298420;1298958;1299069;1299348;1299782;1299909;1299995;1300058;1300253;1300527;1300719;1300933;1301029;1301211;1301306	1298911;1299021;1299300;1299740;1299856;1299946;1300010;1300204;1300477;1300671;1300880;1300941;1301163;1301235;1302025	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2878	5103	5465	5191
gene_3524	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1303008;1303781;1304206;1304416;1304850;1305027;1305515	1303737;1304155;1304367;1304803;1304982;1305432;1306034	-;-;-;-;-;-;-	2714	2187	2106	2273
gene_3525	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1306162;1306410;1306521;1306613;1306719;1306779;1307030;1307226;1307339;1307472	1306362;1306474;1306569;1306677;1306733;1306940;1307163;1307293;1307392;1307860	-;-;-;-;-;-;-;-;-;-	1202	2378	3249	2751
gene_3526	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1307861;1308262;1308533;1308658;1308911;1309054;1309211;1309420;1309528;1309670;1309871	1308137;1308488;1308605;1308808;1309005;1309168;1309344;1309486;1309619;1309808;1310269	+;+;+;+;+;+;+;+;+;+;+	1769	1701	1997	2088
gene_3527	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1310711;1311129;1311420;1311826;1311931;1312517;1312927	1311081;1311369;1311779;1311885;1312470;1312888;1313302	-;-;-;-;-;-;-	2320	1654	1984	1978
gene_3528	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1314574;1314727;1314882;1315276;1315623;1315899	1314681;1314831;1315211;1315469;1315703;1315977	-;-;-;-;-;-	897	13169	16470	14495
gene_3529	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1317043;1317309;1317438;1317675;1317834;1318150	1317266;1317395;1317630;1317791;1318100;1318329	-;-;-;-;-;-	1068	24	23	20
gene_3530	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1321283;1321528;1321740;1322009;1322147;1322260;1322420;1322575;1322783;1322837	1321481;1321615;1321914;1322104;1322215;1322330;1322481;1322682;1322788;1322947	-;-;-;-;-;-;-;-;-;-	985	1896	2059	1865
gene_3531	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1323189;1323284;1323426;1323720;1325040;1325133;1325568;1325787;1326093;1326329;1326560;1326899	1323228;1323337;1323578;1324457;1325088;1325521;1325733;1326051;1326282;1326511;1326863;1327061	+;+;+;+;+;+;+;+;+;+;+;+	2694	3471	4583	3983
gene_3533	scaffold_4	1329224	1329967	+	744	2	0	0
gene_3534	scaffold_4;scaffold_4	1331698;1332459	1332388;1332833	-;-	1066	0	1	1
gene_3535	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1332992;1333680;1333870;1334302;1334637;1334933	1333636;1333824;1334258;1334595;1334888;1335190	-;-;-;-;-;-	1983	1520	1584	1509
gene_3536	scaffold_4;scaffold_4;scaffold_4	1335390;1335982;1336557	1335936;1336514;1337663	+;+;+	2187	4289	4435	4834
gene_3537	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1337809;1337897;1338041;1338111;1338176;1338249;1338419;1338616	1337856;1337995;1338065;1338132;1338193;1338333;1338502;1338654	-;-;-;-;-;-;-;-	420	158	186	197
gene_3538	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1339353;1339571;1339711;1339915;1340033;1340151	1339501;1339663;1339809;1339991;1340103;1340425	+;+;+;+;+;+	764	295	300	280
gene_3539	scaffold_4;scaffold_4;scaffold_4	1340395;1341180;1341750	1341135;1341638;1341994	-;-;-	1445	1494	1915	1910
gene_3540	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1341995;1342622;1342871;1343229;1343579	1342552;1342803;1343138;1343493;1343889	-;-;-;-;-	1584	625	878	833
gene_3541	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1343908;1344298;1344624;1345088;1345276	1344191;1344456;1344879;1345185;1345535	-;-;-;-;-	1057	2607	3120	2598
gene_3542	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1345592;1345888;1346117;1346396;1346620;1346778	1345804;1346068;1346335;1346566;1346724;1347317	-;-;-;-;-;-	1429	12035	15079	13475
gene_3543	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1347585;1347853;1348077;1348301;1348378;1348562	1347746;1347942;1348186;1348331;1348473;1348915	+;+;+;+;+;+	843	783	1067	994
gene_3544	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1348917;1349413;1349563;1349642;1349745;1349935;1350197;1350301;1350368;1350498	1349352;1349519;1349594;1349699;1349884;1350125;1350256;1350324;1350454;1351376	+;+;+;+;+;+;+;+;+;+	2014	5555	7118	5979
gene_3545	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1351653;1352454;1352608;1352850;1353264;1353412;1353541;1353705	1352230;1352571;1352808;1352968;1353360;1353487;1353660;1353828	-;-;-;-;-;-;-;-	1433	2310	2717	2565
gene_3546	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1353925;1354268;1354515;1354611;1354721;1354812	1354216;1354442;1354559;1354667;1354763;1355126	-;-;-;-;-;-	927	1919	2233	2021
gene_3547	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1355130;1355370;1355534;1356202;1356265;1356369;1356491	1355323;1355476;1356157;1356215;1356320;1356440;1356671	-;-;-;-;-;-;-	1248	3881	4859	4121
gene_3548	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1357222;1357280;1357596;1357749;1357995;1358218;1358565	1357235;1357551;1357701;1357948;1358167;1358483;1358823	-;-;-;-;-;-;-	1290	103	98	97
gene_3549	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1360218;1360399;1360528;1360607;1360712;1361131;1361258;1361536;1361595;1361703;1361780	1360348;1360481;1360560;1360668;1360989;1361195;1361488;1361549;1361651;1361733;1361866	-;-;-;-;-;-;-;-;-;-;-	1072	2019	2634	2476
gene_3550	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1362048;1362560;1362700;1362829;1362990;1363084;1363301;1363507;1363715;1364007;1364454	1362456;1362654;1362779;1362946;1363020;1363255;1363464;1363660;1363959;1364417;1364880	-;-;-;-;-;-;-;-;-;-;-	2306	1308	1707	1486
gene_3551	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1365190;1365531;1365631;1365821;1366293	1365452;1365595;1365772;1366247;1366579	-;-;-;-;-	1184	1102	1387	1338
gene_3552	scaffold_4	1368011	1368895	+	885	396	407	458
gene_3553	scaffold_4;scaffold_4;scaffold_4;scaffold_4	1368896;1369058;1369300;1370708	1369015;1369256;1370656;1371516	+;+;+;+	2485	5728	5992	6259
gene_3554	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1371605;1371922;1372149;1372554;1373840;1373898;1374309;1374383;1374444;1374550;1375178;1375368;1375529;1375645;1375766;1375939;1376239;1376438;1376629	1371865;1372092;1372499;1373795;1373856;1374273;1374336;1374397;1374504;1375132;1375320;1375485;1375604;1375720;1375889;1376184;1376394;1376574;1377224	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4777	561	624	636
gene_3555	scaffold_4;scaffold_4	1377225;1377625	1377544;1377950	-;-	646	325	420	391
gene_3556	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1377984;1378230;1378316;1378372;1378526;1378654;1378829;1378944;1379114;1379240	1378177;1378260;1378328;1378466;1378607;1378740;1378897;1379068;1379179;1379474	+;+;+;+;+;+;+;+;+;+	997	2022	2385	2147
gene_3558	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1380562;1380803;1380898;1380987;1381341;1381524;1381613;1381740;1381907	1380755;1380851;1380945;1381264;1381481;1381567;1381652;1381853;1382294	+;+;+;+;+;+;+;+;+	1296	2811	3310	2906
gene_3559	scaffold_4;scaffold_4;scaffold_4	1382295;1382435;1383132	1382385;1383084;1385106	-;-;-	2716	571	855	675
gene_3560	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1385232;1385381;1385642;1386366;1386630	1385333;1385590;1385968;1386532;1387034	+;+;+;+;+	1211	335	451	402
gene_3561	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1387035;1387508;1387600;1387787;1388238	1387453;1387540;1387743;1388188;1389130	+;+;+;+;+	1891	7562	8580	7188
gene_3562	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1389194;1389437;1390857;1391225;1391583	1389383;1390785;1391156;1391534;1391838	+;+;+;+;+	2405	1258	1347	1643
gene_3563	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1391839;1391954;1392155;1392432;1392882;1393028;1393277;1393679	1391904;1392107;1392379;1392838;1392976;1393226;1393597;1393811	-;-;-;-;-;-;-;-	1600	2454	2661	2787
gene_3564	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1393933;1394011;1394138;1394403;1394518	1393966;1394091;1394355;1394475;1394792	+;+;+;+;+	681	797	971	980
gene_3565	scaffold_4	1394793	1395755	-	963	868	1104	1085
gene_3566	scaffold_4;scaffold_4;scaffold_4;scaffold_4	1395810;1396094;1396285;1396506	1396048;1396238;1396462;1397538	+;+;+;+	1595	235	246	246
gene_3567	scaffold_4	1397343	1398498	+	1156	358	303	293
gene_3568	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1398741;1399319;1399533;1399661;1399733;1399901;1400005;1400314;1400502;1400635;1400916;1401040	1399239;1399479;1399604;1399684;1399850;1399948;1400255;1400431;1400585;1400853;1400993;1401271	+;+;+;+;+;+;+;+;+;+;+;+	1904	1277	1490	1392
gene_3569	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1401272;1401646;1401838;1401959;1402076;1402275;1402491;1402781;1403199;1403347;1403483;1403602;1403900;1404005;1404350;1404530	1401598;1401794;1401916;1402030;1402225;1402445;1402735;1403155;1403298;1403442;1403556;1403848;1403960;1404302;1404488;1404828	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2882	335	333	296
gene_3570	scaffold_4;scaffold_4;scaffold_4	1405431;1405614;1406787	1405569;1406741;1407309	+;+;+	1790	2307	2696	2517
gene_3571	scaffold_4;scaffold_4;scaffold_4;scaffold_4	1407598;1407856;1408336;1409649	1407792;1408292;1409605;1410316	+;+;+;+	2570	10650	12096	11721
gene_3572	scaffold_4;scaffold_4	1412375;1413364	1413315;1413511	-;-	1089	0	0	4
gene_3573	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1414989;1415548;1415948;1416142;1416607	1415506;1415912;1416108;1416561;1416773	+;+;+;+;+	1631	6	6	5
gene_3574	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1416774;1417104;1417227;1417389;1417478;1417618	1417059;1417180;1417320;1417434;1417562;1417995	-;-;-;-;-;-	966	4593	4948	4768
gene_3575	scaffold_4;scaffold_4;scaffold_4	1418562;1419843;1420362	1419769;1420309;1421437	+;+;+	2751	8716	9049	9410
gene_3576	scaffold_4;scaffold_4;scaffold_4;scaffold_4	1421672;1422412;1422659;1422825	1421836;1422608;1422772;1423006	+;+;+;+	658	5894	7194	6746
gene_3577	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1423479;1424820;1424968;1425134;1425369;1425436;1425797;1426225;1426644	1424769;1424924;1425083;1425327;1425392;1425755;1426175;1426584;1426892	+;+;+;+;+;+;+;+;+	3038	1438	1337	1489
gene_3578	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1427070;1427227;1427405;1427479;1427737;1427989;1428385;1428552	1427165;1427318;1427423;1427585;1427858;1428191;1428506;1428758	+;+;+;+;+;+;+;+	968	556	620	611
gene_3579	scaffold_4;scaffold_4;scaffold_4;scaffold_4	1428759;1429043;1429236;1429579	1428924;1429164;1429451;1429744	-;-;-;-	670	2698	3419	2929
gene_3580	scaffold_4	1429745	1431331	+	1587	3021	3673	3357
gene_3581	scaffold_4	1431312	1432845	-	1534	5	21	15
gene_3582	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1433703;1434014;1434383;1434743;1434926;1435091;1435309	1433917;1434323;1434706;1434878;1435031;1435268;1435452	+;+;+;+;+;+;+	1413	168	264	142
gene_3583	scaffold_4;scaffold_4;scaffold_4	1435868;1436140;1436301	1436090;1436243;1437094	-;-;-	1121	210	217	202
gene_3584	scaffold_4;scaffold_4	1437095;1437820	1437767;1438368	-;-	1222	2012	1754	1846
gene_3585	scaffold_4;scaffold_4;scaffold_4	1438785;1439146;1439312	1439106;1439282;1439458	-;-;-	606	307	343	348
gene_3586	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1439592;1439980;1440062;1440207;1440402;1440523	1439925;1440004;1440159;1440250;1440478;1440672	+;+;+;+;+;+	728	1486	1790	1726
gene_3587	scaffold_4;scaffold_4;scaffold_4;scaffold_4	1440894;1441315;1441584;1442686	1441265;1441527;1442610;1443065	-;-;-;-	1992	3305	3688	3513
gene_3588	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1443180;1443434;1443704;1443837;1444088;1444464;1444692	1443377;1443637;1443741;1444014;1444404;1444639;1445012	-;-;-;-;-;-;-	1432	3226	3878	3337
gene_3589	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1445038;1445807;1446643;1447269;1447381	1445759;1446595;1447219;1447337;1448066	-;-;-;-;-	2843	20544	23528	21590
gene_3590	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1448238;1449076;1449743;1449997;1450190;1450342;1450412;1450515;1450800;1450986	1449026;1449701;1449949;1450140;1450296;1450367;1450477;1450758;1450941;1451620	+;+;+;+;+;+;+;+;+;+	2986	4505	5085	4548
gene_3591	scaffold_4;scaffold_4;scaffold_4	1451622;1451847;1452086	1451734;1452006;1452560	-;-;-	748	2991	3129	3183
gene_3593	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1454512;1455261;1456206;1456324;1457340;1457473;1457731;1458351;1458470	1455237;1455515;1456281;1457137;1457442;1457684;1458306;1458447;1458544	-;-;-;-;-;-;-;-;-	2934	0	0	0
gene_3594	scaffold_4;scaffold_4;scaffold_4;scaffold_4	1459655;1460110;1460735;1460829	1460069;1460690;1460785;1461261	+;+;+;+	1480	926	1181	1024
gene_3595	scaffold_4	1461262	1462322	-	1061	1	12	14
gene_3596	scaffold_4;scaffold_4;scaffold_4	1462329;1462564;1462612	1462496;1462571;1462708	-;-;-	273	2	3	8
gene_3597	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1462904;1463526;1464144;1464196;1464267	1463488;1464098;1464152;1464224;1464882	-;-;-;-;-	1812	3925	4880	4417
gene_3598	scaffold_4;scaffold_4;scaffold_4;scaffold_4;scaffold_4	1466148;1466332;1466409;1466477;1466601	1466289;1466363;1466426;1466554;1466810	+;+;+;+;+	480	1303	1254	1315
